0.000000000000000000e+00,0.000000000000000000e+00
4.045745525276019799e-02,0.000000000000000000e+00
4.822853316231298648e-02,8.750031788969624413e-01
3.858799644432438919e-02,1.799427142176666550e+00
4.593087284275577248e-02,2.725016371012423555e+00
4.662449377996392280e-02,3.569383637733422709e+00
3.857167738923556605e-02,4.479744073194087406e+00
4.811381219373730977e-02,5.397113736069775847e+00
7.925251161482622930e-02,2.533959588707061505e-01
8.830271159663348468e-02,7.083518990738649768e-01
7.975331256814779946e-02,1.208744991758285980e+00
7.969999440428943149e-02,1.692050537256102105e+00
7.839034163444623393e-02,2.154019200275020030e+00
8.380948076383253065e-02,2.663790970688616255e+00
8.402272339618339914e-02,3.137028378104216308e+00
8.461908475547666453e-02,3.613802567145519173e+00
7.916421914392200720e-02,4.113540259453811743e+00
7.946113082662566163e-02,4.577914834096652896e+00
8.044811511309074570e-02,5.051583936422566978e+00
8.665912252474031185e-02,5.564805237188045872e+00
7.905783214145020721e-02,6.032937858662783981e+00
1.165021149195849121e-01,6.274925107261966062e+00
1.172935297629979084e-01,3.440801303443978831e-01
1.242116093207135952e-01,7.111740434031008640e-01
1.191771302408783928e-01,1.056999597635974286e+00
1.187052178329099650e-01,1.365587197160995636e+00
1.186791583380887721e-01,1.694182149193704356e+00
1.203098664040044563e-01,2.019439320127881743e+00
1.143933519244684505e-01,2.347325713659398350e+00
1.261987185815135748e-01,2.656362869968977858e+00
1.203737755767247675e-01,2.960535060467960555e+00
1.197990998540135327e-01,3.320949361146951606e+00
1.271501790069114735e-01,3.627520611705127074e+00
1.158470761881446737e-01,3.930127227361636333e+00
1.200060749690888273e-01,4.259432404874718969e+00
1.183239927965888810e-01,4.589234209790961749e+00
1.200994978697877552e-01,4.917470945151702466e+00
1.184068862826501145e-01,5.226529466315031236e+00
1.230617329533935794e-01,5.578938114317617547e+00
1.173011690432862464e-01,5.931166733255309076e+00
1.517121909216950504e-01,1.367988417062421247e-01
1.530181821549793098e-01,4.190577942638391562e-01
1.620830823663320930e-01,6.448322659097919241e-01
1.542489778501222042e-01,9.278255288615747665e-01
1.617846886568176101e-01,1.177802330548837650e+00
1.588404276339009102e-01,1.397408938063702921e+00
1.558203115628754298e-01,1.642804509559508075e+00
1.565876636441032588e-01,1.915948740441436815e+00
1.561371289369153925e-01,2.182103979411052386e+00
1.563926962412786614e-01,2.415453980032473247e+00
1.675535014605253059e-01,2.636639143202096136e+00
1.597174727842903541e-01,2.878861594211500119e+00
1.542525867470130874e-01,3.142224384577499308e+00
1.593465666030925987e-01,3.402781706877335388e+00
1.677324352284990383e-01,3.649779053205618240e+00
1.577699522250800290e-01,3.874485446938301436e+00
1.568488342448514372e-01,4.106386059489120832e+00
1.561657364428616634e-01,4.367426615937289647e+00
1.549746518804383244e-01,4.641284160236224920e+00
1.595616949522722927e-01,4.895557393171169558e+00
1.627993815621235352e-01,5.112829245002638245e+00
1.527868987244652699e-01,5.356079832146338759e+00
1.613761097142615564e-01,5.636897453212013964e+00
1.543941351751815794e-01,5.865220965028794531e+00
1.530417401096532959e-01,6.136329420619452968e+00
1.872391273724064720e-01,1.487107965192598601e-02
1.884994478989766575e-01,2.287759565101001591e-01
1.937709900768939675e-01,4.158461499141451467e-01
2.088718601145965192e-01,5.750890779128869923e-01
1.933717198523118574e-01,7.519010941957100513e-01
1.912513098768353070e-01,9.518001654083498853e-01
2.000619140501327109e-01,1.161867876229520258e+00
2.023992195147275852e-01,1.357473816108029974e+00
1.962453298192098627e-01,1.534800870547910590e+00
1.909436088980773771e-01,1.742875986004144950e+00
1.939821408598632613e-01,1.950295266779246584e+00
1.948546286222207213e-01,2.143057886847990812e+00
1.961826286925628937e-01,2.344383633414254930e+00
2.044545155188558505e-01,2.520367311088522300e+00
2.032149252933442840e-01,2.724380735885999716e+00
1.956256218884525888e-01,2.918276477411513969e+00
1.900506625656369630e-01,3.132976424068697252e+00
1.946529925413408024e-01,3.353980802184661325e+00
2.017689624502431445e-01,3.554077192393939821e+00
2.051472227737773102e-01,3.761567916067697137e+00
1.970343028240005290e-01,3.938588629024628140e+00
1.961044410890863399e-01,4.140152734269259227e+00
1.945236381925856961e-01,4.328538191506790866e+00
1.904746811776691362e-01,4.531965119719210122e+00
1.940805358622584298e-01,4.742269548963264469e+00
2.031341767888502070e-01,4.922484339743443016e+00
2.017761489171026046e-01,5.115218085116191027e+00
1.910345724577652005e-01,5.326214859843675598e+00
1.924124747377631561e-01,5.523128242064622384e+00
2.057735262561416478e-01,5.713564417022451991e+00
1.941337385639239355e-01,5.880941028303954710e+00
1.893724014397793476e-01,6.077726958147963821e+00
2.268355234809208421e-01,1.061777780964726636e-01
2.317778744209238462e-01,2.577819542824123511e-01
2.372203284563328685e-01,4.102815091307663864e-01
2.484466642631059097e-01,5.810942040493485283e-01
2.372406764691155634e-01,7.383437755495277921e-01
2.322405670992964133e-01,8.838189293609769459e-01
2.305516689332736124e-01,1.044513892228396301e+00
2.378582352407383471e-01,1.239405205203148563e+00
2.434399007879146648e-01,1.398572586738624057e+00
2.350901657189287119e-01,1.558925741349427518e+00
2.289206139173621812e-01,1.724962177389939288e+00
2.337444926909490461e-01,1.885510241609858140e+00
2.363700919863847283e-01,2.034440244115252039e+00
2.328422100574907005e-01,2.196451904926682186e+00
2.369247221942427095e-01,2.362084957393922657e+00
2.405081674550045012e-01,2.557170452319152076e+00
2.410981511799117349e-01,2.725308833406169917e+00
2.378852854231525149e-01,2.884007296731929237e+00
2.287287109049334077e-01,3.041802315575520943e+00
2.265345850624355117e-01,3.217664007435431461e+00
2.349755064516794445e-01,3.386461650956098968e+00
2.397711032265514575e-01,3.547323007345604573e+00
2.401080206945997164e-01,3.714206480583294390e+00
2.381331380418693355e-01,3.911863464507708166e+00
2.334550988975864216e-01,4.077400108110413868e+00
2.377748358514334970e-01,4.241577919092433646e+00
2.350365246913377615e-01,4.387032587264511285e+00
2.287840172047381493e-01,4.544633055494399443e+00
2.326814871977791743e-01,4.709635976597153828e+00
2.423002158280929685e-01,4.868587575157802938e+00
2.390380309448501550e-01,5.035842870564275486e+00
2.298981916447862539e-01,5.240812413394729141e+00
2.327122061153178434e-01,5.400564156795858217e+00
2.347112194159067244e-01,5.551704008572813542e+00
2.438466914553348575e-01,5.716368823366984486e+00
2.344839504101243477e-01,5.901899425995106974e+00
2.304766510749054476e-01,6.061644353467233515e+00
2.252688280036503898e-01,6.221320328758029206e+00
2.659446467973274886e-01,6.979085568737039558e-03
2.716795582480702187e-01,1.370448972020644474e-01
2.739746664505560148e-01,2.687430881592788867e-01
2.733327274850211874e-01,4.248034847913951806e-01
2.840041269481465291e-01,5.794604082486030094e-01
2.772261030485862476e-01,7.351206441249980017e-01
2.777316091909645679e-01,8.692246538206885864e-01
2.722160515852234397e-01,9.911649863676056382e-01
2.664531222524470500e-01,1.133166039553232807e+00
2.807932751377850145e-01,1.270031546938731770e+00
2.801032967262532258e-01,1.409789040910158331e+00
2.723171884817859323e-01,1.566253731180079267e+00
2.684952762915651103e-01,1.718349309549365600e+00
2.745821562107604308e-01,1.856797486023253230e+00
2.802660598907936729e-01,1.984328373874131746e+00
2.748519923290644318e-01,2.111876624606390251e+00
2.722182650841584173e-01,2.248688386951111173e+00
2.686780437048772452e-01,2.421291454918816033e+00
2.765370242105593124e-01,2.581888962831398793e+00
2.804896766298928257e-01,2.726509277924930252e+00
2.782215391084170708e-01,2.865427130405645340e+00
2.724247113257659558e-01,3.004894537032346769e+00
2.659618550972350226e-01,3.137139571703473795e+00
2.684622459287376861e-01,3.273721614047391704e+00
2.757135829450420572e-01,3.415740177675449463e+00
2.790473190894984246e-01,3.556383959942048811e+00
2.768087481336337086e-01,3.700309265233106881e+00
2.692482064524266416e-01,3.854008922393593828e+00
2.726567221546825071e-01,4.030538462699037261e+00
2.751167360204896384e-01,4.168211951364231282e+00
2.828148857541060712e-01,4.295078032630420317e+00
2.761687423134874808e-01,4.418398341687329811e+00
2.688671028880388891e-01,4.554296314592421346e+00
2.708396663314008856e-01,4.703290732862866363e+00
2.790854088284631107e-01,4.860195124192619787e+00
2.797457455908729518e-01,4.998261760507890727e+00
2.649222549149379824e-01,5.145938158646697680e+00
2.726530807851164639e-01,5.282777807346228371e+00
2.757078816760824558e-01,5.410308998598337915e+00
2.743643240214601597e-01,5.548536680646560804e+00
2.802300730385599015e-01,5.691723029657254074e+00
2.681339862252459239e-01,5.854646741603485971e+00
2.713076785040773875e-01,6.023035305242220971e+00
2.700040598907201272e-01,6.160022922040951698e+00
3.109270582558294471e-01,4.766912740860197728e-02
3.140101262376628899e-01,1.643596612086413999e-01
3.087792922571574450e-01,3.034112818271275658e-01
3.099112060254983203e-01,4.370051854422750681e-01
3.217948496900503441e-01,5.526054119758184724e-01
3.119933625468681582e-01,6.926815519827342893e-01
3.173220181899852332e-01,8.324764784020546315e-01
3.215025370458590159e-01,9.472278528885375026e-01
3.095548111049333251e-01,1.053539884261313730e+00
3.098527147904465151e-01,1.169233922768588618e+00
3.205936028041825314e-01,1.298064323116216556e+00
3.175853784857021189e-01,1.420411009838300265e+00
3.067378098156521293e-01,1.551714715063099659e+00
3.044850609732814850e-01,1.703784159909906837e+00
3.136850272411479956e-01,1.843096891582693519e+00
3.225619394428076991e-01,1.962363469882187239e+00
3.193655496768323387e-01,2.075963363656203597e+00
3.151368392999169821e-01,2.185637192368762527e+00
3.038491636371369875e-01,2.313720180960042949e+00
3.058355343137641458e-01,2.446560190014555936e+00
3.146462169377001183e-01,2.567233722690483777e+00
3.164500540824103925e-01,2.695649949194859119e+00
3.167903869947317208e-01,2.834165824574919057e+00
3.129699311982337973e-01,2.966447424181783088e+00
3.112800035494875939e-01,3.088849819579306821e+00
3.089278495464256591e-01,3.198345224715897661e+00
3.096903870605898224e-01,3.318969055937986301e+00
3.147033206706814634e-01,3.450663247359434749e+00
3.158160329464368976e-01,3.586156362447968871e+00
3.155141001577011495e-01,3.712944871856693752e+00
3.078162631814165273e-01,3.832396500396783701e+00
3.033349397765121025e-01,3.961856381209966749e+00
3.153206375648083815e-01,4.090312294291720718e+00
3.195369945829647507e-01,4.200369700273512308e+00
3.263808468055329204e-01,4.311806537722299382e+00
3.163084949203387453e-01,4.427168625918846523e+00
3.052873496639990636e-01,4.565071446731173488e+00
3.048861986016274672e-01,4.720813431125534976e+00
3.172477573903012549e-01,4.855389883895097292e+00
3.215295554033645309e-01,4.971788410527445912e+00
3.074526023013711140e-01,5.095411648689051276e+00
3.099792329390606005e-01,5.210037454570976223e+00
3.181712204168897218e-01,5.321875950959421786e+00
3.146003092741553875e-01,5.441884095460706838e+00
3.118219861774815804e-01,5.574440362402794058e+00
3.172148458195152010e-01,5.717998959561062300e+00
3.053618900976845518e-01,5.834220112929183522e+00
3.036382034119035067e-01,5.965313669063895041e+00
3.118005825471253378e-01,6.102457366056317944e+00
3.111680708315743837e-01,6.220614024357541183e+00
3.547317876365753131e-01,6.275189536967968884e+00
3.535430594919875547e-01,9.333479796693865127e-02
3.461645768663050848e-01,2.183542787810489605e-01
3.462575785475077716e-01,3.365202444612294674e-01
3.519421937510955889e-01,4.409735544193975620e-01
3.634935878620210170e-01,5.413717773079923523e-01
3.480892554163119712e-01,6.515991724612862912e-01
3.484639582394458146e-01,7.741073519132475322e-01
3.603142588462634466e-01,8.963628319835192926e-01
3.591168947990654448e-01,1.008755665665860501e+00
3.508737304560721193e-01,1.106729941564755126e+00
3.511729454389125316e-01,1.214734649256529408e+00
3.597831369814865066e-01,1.330041409576034006e+00
3.552182971384704735e-01,1.439356909225554704e+00
3.431844242548254820e-01,1.551973204824363517e+00
3.367920804807164603e-01,1.675038015810026648e+00
3.452234069327451138e-01,1.804745471060457129e+00
3.594191607141847267e-01,1.931116933605437458e+00
3.624791202202086171e-01,2.043045095590277693e+00
3.612307478956480189e-01,2.141122015931876899e+00
3.486683414794021774e-01,2.246751373587332345e+00
3.418318843641353633e-01,2.356423823379429017e+00
3.483863537935494303e-01,2.463682343546173215e+00
3.541119532967507699e-01,2.573743012585051559e+00
3.534994898660122065e-01,2.685112022479528182e+00
3.507790885040038553e-01,2.802346509296357979e+00
3.498121978079891115e-01,2.931266990595664979e+00
3.517291102280810655e-01,3.048679318972180585e+00
3.558852074759945028e-01,3.149235563674755323e+00
3.497786357798139401e-01,3.247371812575176264e+00
3.480073564194093305e-01,3.360669091284329113e+00
3.505169448100238783e-01,3.483838094793524576e+00
3.535914508661428535e-01,3.598479479182211449e+00
3.551463173157493047e-01,3.708838732872099975e+00
3.505051232830811991e-01,3.817289301248462330e+00
3.427944349618845532e-01,3.923631676078513042e+00
3.486503948455485502e-01,4.030670104269155729e+00
3.609258827125570446e-01,4.139285334290576657e+00
3.643321236628080384e-01,4.236123928160530738e+00
3.629077936951158878e-01,4.349367929794369481e+00
3.457064059302775161e-01,4.476369680265044337e+00
3.356432814686889365e-01,4.609032181304670850e+00
3.414233569830392168e-01,4.735956268657791846e+00
3.561616738288652106e-01,4.850271252475412354e+00
3.636570232245557310e-01,4.955825738719481954e+00
3.504290653676007117e-01,5.060409516508966199e+00
3.508219724648222737e-01,5.165262937538010135e+00
3.574732812071816923e-01,5.266108869785036006e+00
3.556222886997171817e-01,5.378183003216212121e+00
3.489593027764675837e-01,5.497610628068513527e+00
3.457844645065338285e-01,5.624468722070281146e+00
3.596279060054156096e-01,5.736677581176413909e+00
3.475712427341818289e-01,5.833573648546661161e+00
3.424468369239945797e-01,5.939072946446762202e+00
3.450631819667110411e-01,6.051339612272526480e+00
3.527123085699710447e-01,6.171527528340029711e+00
3.963323788323175334e-01,4.720596390458615954e-02
3.852073021981078371e-01,1.505938161534995101e-01
3.839773002235439825e-01,2.545341592169510503e-01
3.880678290829603361e-01,3.516668821697188085e-01
3.946027812200549878e-01,4.490635763501706901e-01
4.083295244262765689e-01,5.315087450242839129e-01
3.890605480068448085e-01,6.261649596227005787e-01
3.838129276061915673e-01,7.290703924707981898e-01
3.888983607608673676e-01,8.349431738927315383e-01
3.976449431072548446e-01,9.484257172502018607e-01
3.965173966196938182e-01,1.053297009177988519e+00
3.896459917292143804e-01,1.155007832118786437e+00
3.922936309131538346e-01,1.254360659274853740e+00
3.982642378620331880e-01,1.356242619227674862e+00
3.923852922099267393e-01,1.458776902070314074e+00
3.815094271186218466e-01,1.559331924684012938e+00
3.749771529882559573e-01,1.660564809592938618e+00
3.783702908687345268e-01,1.761334125782951787e+00
3.860033575090377478e-01,1.870735954325440042e+00
3.988778021678177077e-01,1.989304570391786209e+00
4.039989548072264736e-01,2.088390396125375581e+00
3.950884196801401349e-01,2.193123151454036801e+00
3.844774895583802365e-01,2.293902850451181585e+00
3.841236561740078437e-01,2.393241910295653696e+00
3.894344155817701658e-01,2.495967795899188602e+00
3.931866291927209045e-01,2.599757521621715028e+00
3.921184726095832684e-01,2.700281565767047365e+00
3.895195611991592033e-01,2.797655081463486848e+00
3.851624384616046948e-01,2.896578088677504770e+00
3.883494583648732235e-01,3.002756281486417045e+00
3.970824325897178708e-01,3.098722921895842752e+00
3.971402517777513630e-01,3.192452838329277398e+00
3.882243379805256356e-01,3.286537148145558973e+00
3.853161571352989867e-01,3.388268506685829795e+00
3.894637127368176799e-01,3.487211894323452910e+00
3.926874258316512267e-01,3.584941948047205340e+00
3.942978606548629417e-01,3.683517977311132618e+00
3.916961928320368269e-01,3.786132731177651145e+00
3.857930978538431366e-01,3.887796214392333027e+00
3.856863229068802079e-01,3.985747819559629868e+00
3.936961750978325569e-01,4.087312059204855075e+00
4.048047810417051418e-01,4.195548184885685039e+00
4.012184553917493846e-01,4.294116139522571984e+00
3.871267341985034638e-01,4.414213144400750188e+00
3.789420178616861312e-01,4.520050112863339464e+00
3.730617043712994296e-01,4.618695951132693267e+00
3.782006571876529444e-01,4.723063707768275776e+00
3.918113126481802544e-01,4.824411206780725436e+00
4.021328688851855127e-01,4.926485303289704021e+00
3.959509155083804077e-01,5.028726875252900186e+00
3.896168164783043730e-01,5.122408908271412820e+00
3.951569071153660517e-01,5.228985841078473307e+00
3.952677498702129033e-01,5.332864764296832760e+00
3.889230136286155881e-01,5.435941710927497006e+00
3.823996566921605833e-01,5.544182899248235152e+00
3.857236049069863171e-01,5.648344420664772159e+00
4.040063289253031376e-01,5.743714545700548513e+00
3.919938464555821067e-01,5.828591375040711675e+00
3.842122166900471814e-01,5.921907144613344443e+00
3.837158536389081998e-01,6.019459088588899220e+00
3.856900267112048919e-01,6.122355019443252999e+00
3.944455670694499427e-01,6.231943551765188438e+00
4.344112135361675731e-01,6.282341561969649213e+00
4.292225852851628831e-01,9.741986600800046914e-02
4.227007577233647950e-01,1.880069102144292514e-01
4.247379630292367758e-01,2.821301981464945374e-01
4.283627786162502726e-01,3.802343100259523712e-01
4.436067002391748670e-01,4.556985717724328366e-01
4.469429143810969007e-01,5.441791167972875876e-01
4.274423165554994131e-01,6.328080034549583566e-01
4.222113150030978868e-01,7.276943516930717282e-01
4.268751655730425587e-01,8.200236218068929217e-01
4.312899032534517896e-01,9.085977408294253488e-01
4.334367154784064535e-01,1.008797602338563859e+00
4.281846593649215049e-01,1.115643484778048089e+00
4.296818811767301183e-01,1.211551937591246242e+00
4.348997012047116639e-01,1.298966138787846614e+00
4.337560744043625904e-01,1.395921283516047939e+00
4.280186469450515951e-01,1.491905888217577081e+00
4.200548343000329310e-01,1.582777010080196778e+00
4.168643411443708202e-01,1.669795052896197340e+00
4.183443019974180666e-01,1.758489926405263137e+00
4.216765236023995445e-01,1.851321192260411808e+00
4.278797452145578495e-01,1.948584038516221861e+00
4.401901753773631021e-01,2.058201773509666044e+00
4.336015871088463314e-01,2.159116794279000828e+00
4.250009770423045508e-01,2.262310638902880644e+00
4.218975422032611999e-01,2.361404769680651938e+00
4.249437585337502710e-01,2.460418122885018821e+00
